brand,name,seller,reviews_rating_number,reviews_amount,old_money,new_money
ASUS,"Notebook ASUS TUF Gaming F15 FX507VV RTX4060 Intel Core i7 13620H 8Gb Ram 512Gb SSD Linux KeepOS Tela Nível IPS 15,6"" LED 165Hz Mecha Gray - HQ334",Por Asus ,5.0,(3),9.299,7.949
SAMSUNG,"Samsung Chromebook 4 Intel Celeron N4020 4GB 64GB Tela 11.6"" Prata XE310XBA-KT4BR",Por 123 Comprou ,4.5,(140),2.331,1.449
HP,"Notebook HP 256 G9 Intel® Core™ i5 da 12ª geração SSD 256GB 8GB Intel UHD 15,6"" Windows 11",Por INPOWER ,4.8,(519),4.221,3.123
,"Notebook Positivo Vision i15 Intel Core i5 11ª gen 8GB RAM 512GB SSD, Lumina Bar Windows 11 Home, Tela 15” Full HD Antirreflexo – Cinza",,4.8,(53),3.699,3.123
ASUS,"Notebook Gamer ASUS TUF Gaming F15 FX507ZC4 RTX 3050 Intel Core i5 12500H 8Gb Ram 512Gb SSD Linux KeepOs Tela de 15,60"" 144Hz Mecha Gray - HN100",,4.9,(34),5.690,546
DELL,Notebook Dell Latitude I5 6a Ger. 16gb Ddr4/ Ssd/ C Garantia,,,,1.549,148
,"Notebook Hq Joy, I5 1035g1 8gb Ssd 256gb 15.6 Windows 11",,5.0,(1),2.999,299
ACER,Notebook Predator Acer Phn16-71-72w6 Ci7 16gb 512ssd Rtx4060,Por Acer Brasil ,4.7,(31),10.999,8.399
LENOVO,Notebook Lenovo Thinkpad E14 Amd Ryzen 5 16gb 512gb W11 Pro,,,,5.641,564
ASUS,"Notebook Asus Vivobook Intel Core I3 1215u, 8 GB de RAM, SSD de 128 GB, Full HD, Windows 11 Home",,5.0,(1),2.499,249
LENOVO,Notebook Lenovo Legion Intel Core i9 32gb 2tb Rtx4070 W11h,Por Lenovo ,,,19.799,1.903
LENOVO,Notebook Lenovo Thinkpad I5 4200u 8gb Ssd 240gb +garantia+nf,,,,1.395,1.150
LENOVO,"Notebook Lenovo Yoga Slim 7 Aura Edition 14ILL10 Intel Core Ultra 7 258V 32GB 1TB SSD Windows 11 14"" - 83JX002UBR Luna Grey",Por Lenovo ,,,11.399,1.095
LENOVO,Notebook Lenovo Thinkbook 16 Intel Core i5 16gb 256gb W11pro,Por Lenovo ,,,5.264,505
DELL,"Notebook Dell 3420, Tela 14, I5 11ª Geração, 16gb, Ssd-256gb",Por OTH Produtos ,,,2.365,227
ACER,Notebook Acer Aspire 5 A515 Ryzen 7 5700u 512gb 8gb Ram W11,,4.8,(42),4.100,394
DELL,"Notebook Latitude Dell Latitude 5400 14"" cinza 16GB de Ram - 256GB SSD - Intel Core i5",,,,2.699,269
,Notebook 14' Full Hd Core I5 8gb Ssd 256gb Win10 Pro Vitrine,,,,1.698,163
DELL,Notebook Dell Latitude 5410 I5 10210u 16gb 256ssd - Seminovo,,,,2.249,216
LENOVO,Notebook Lenovo Core I5 8gb 256gb Ssd 15.6 Fullhd Win 10 Pro colorido cinza grafite,,5.0,(9),3.799,379
ASUS,"Notebook Asus Vivobook Go 15 E1504fa Amd Ryzen 5 7520u 8gb Ram 1tb Ssd Linux Keepos Tela 15,6 Fhd Black - Nj1289",Por Asus ,4.8,(43),2.693,258
,MacBook Air M2 2022 midnight 16GB de Ram - 256GB SSD - Apple M,,5.0,(4),8.659,865
,"Apple MacBook Air (13 polegadas, 2020, Chip M1, 256 GB de SSD, 8 GB de RAM) - Cinza-espacial",,4.9,(1087),5.830,583
LENOVO,Lenovo Thinkpad T480 I5 8th  16gb Ram 256gb Ssd M.2 Tela Fhd,,,,1.690,169
,"Apple MacBook Air (13 polegadas, 2020, Chip M1, 256 GB de SSD, 8 GB de RAM) - Ouro",,4.9,(1087),6.090,609
,"Notebook Ultra Multilaser Ub430 Processador Intel Core I3 - 7020u, 4gb De Memória Ram, 120gb Ssd, Tela 14,1 Pol. Hd, Com Tecla Netflix, Placa Gráfica Intel Hd Graphics 620, Prata, Windows 10 Home",,4.1,(237),1.627,1.545
DELL,Notebook Dell Latitude 5410 Core I5 10th 16gb Ssd 256gb,,,,2.229,1.983
DELL,Notebook Dell 5420 Core I5 11°ger 16gb Ssd 512gb Nvme,,,,2.599,259
,Macbook Pro M4 Pro 14  24gb Ram 512ssd A3401 Envio Imediato,,5.0,(3),17.790,1.779
DELL,Notebook Dell Latitude 3420 I5 11th Com 16gb 512gb,,,,3.605,360
DELL,Notebook Dell Latitude 5430 Corei5-1235U 16gb Ram 512gb Ssd Plateado,,,,4.618,461
,"Apple MacBook Pro A2992 14"" space black 18GB de Ram - 512GB SSD M3",,5.0,(6),19.999,14.454
ASUS,Computador portátil Asus Zenbook 14 Oled Q415m 14 Touch Intel Ultra 5 Color Gris Oscuro,,,,5.699,569
DELL,Dell Latitude 7350 Detachable Ultra 5 134u 16gb 512gb Touch,Por Mercado Vendeu ,,,8.175,7.275
HP,Notebook Dell Latitude 3420 Core I7 11ª G 16gb Ssd 256gb 14,,,,3.700,355
LENOVO,Notebook Lenovo E14 Intel Core I5 10ger 16gb 240ssd Win 11 Cor Black,,5.0,(1),3.756,375
SAMSUNG,"Notebook Samsung Galaxy Book4, Windows 11 Home, Intel® Core 7, 16gb, 512gb Ssd, Nvidia® Geforce® Mx570, 15.6' Full Hd Led, Fingerprint - Grafite",Por Samsung ,4.8,(85),6.699,6.364
,"MacBook Air M2 (2022) 13.6"" starlight 8GB de Ram - 256GB SSD - Apple M",,4.9,(479),7.226,722
LENOVO,"Lenovo Thinkpad T490 14,0 Fhd (1920 x 1080) 250 nits Ips Anti",,,,2.865,286
,"MacBook Air M2 (2022) 13.6"" space gray 8GB de Ram - 256GB SSD - Apple M",,4.9,(479),7.185,718
DELL,Notebook Dell Latitude 3440 Intel Core I5 16g 256ssd Cor Preto,,4.1,(8),4.970,497
LENOVO,Notebook Lenovo Thinkpad E14 Amd Ryzen 5 8gb 256gb Ssd W11,Por Lenovo ,,,4.099,409
LENOVO,Notebook Lenovo Thinkpad E14 Amd Ryzen 7 7730u 40gb 512ssd Preto,,,,5.789,4.341
,"MacBook Pro MacBook Pro 16"" M3 Max 16"" preto 48GB de Ram - 1TB SSD - Apple M3",,5.0,(1),36.759,3.675
LENOVO,Notebook Lenovo Thinkpad E14 Amd Ryzen 7 7730u 40gb 512ssd M Preto,,,,4.999,3.999
LENOVO,"Lenovo Thinkpad E14: Laptop Empresarial De 14'', Amd Ryzen 7 7730u, 16 Gb De Ram, Ssd De 512 Gb, Lector De Huellas Dactilares, Hdmi, Rj45, Wi-fi 6.",,,,4.700,470
,"Notebook Positivo Vision I15 Lumina Bar I3-n300, 8gb 256gb Ssd, Tela 15 Polegadas Full Hd Antirreflexo Linux - Preto",Por 123 Comprou ,,,4.499,2.349
,"Notebook Positivo Vision i15 Intel Core i5 11ª gen 8GB RAM 512GB SSD, Lumina Bar Windows 11 Home, Tela 15” Full HD Antirreflexo – Cinza",,4.8,(53),3.699,3.123
DELL,Notebook Dell Xps 9320 Cor Cinza,,,,10.808,1.080
LENOVO,"Lenovo Thinkpad E14: Laptop Empresarial De 14'', Amd Ryzen 7 7730u, 16 Gb De Ram, Ssd De 512 Gb, Lector De Huellas Dactilares, Hdmi, Rj45, Wi-fi 6.",,,,4.700,470
DELL,Notebook Dell Latitude 3420 Core I5 11ger 16gb 256gb Ssd,Por SLA Informatica ,3.7,(3),3.399,339
HP,Notebook Hp Elitebook 840 G7 Core I5 10° 8gb Ssd 256gb Nvme,,5.0,(1),2.399,239
DELL,"Notebook Dell Vostro 3520 15.6 i5-1235U 8 Ram 256ssd Win 11H, cor preta",,,,3.999,399
LENOVO,Notebook Lenovo Ideapad 3i I3-10110u 8gb Ram 256gb Ssd,,,,2.079,207
,Notebook Gamer Msi Katana I7 16gb 1tb Ssd 15.6 Rtx 4070 8gb Cor preto,,,,9.891,989
LENOVO,Notebook Lenovo Thinkpad T480 14  I5 8a 8gb Ssd 256gb,,5.0,(5),1.499,149
ASUS,Notebook Asus Vivobook Go Core I3 N305 4gb 256ssd W11 Fhd,,4.8,(454),2.371,227
DELL,Notebook Dell 5410 Tela Full Hd  I5-10ª Ger 16gb Ssd 512gb,,5.0,(1),2.399,239
ACER,Notebook Acer Aspire 3 Intel Core I3 11ª 4gb Ssd 512gb 15.6,,5.0,(20),2.599,249
,"MacBook Air M1 2020 13"" cinza-espacial 8GB de Ram - 256GB SSD - Apple Chip",,4.9,(235),5.889,566
LENOVO,Notebook Lenovo Thinkpad L14 Intel Core I7-1185g7 16gb 512gb,,,,2.789,278
HP,Notebook Hp 240 G7 Core I5 10th Seminovo,,,,1.870,187
,Notebook Positivo Master N1250 Pentium N5030 4gb 128gb W11 Cor Cinza,,4.6,(565),1.698,169
ACER,Notebook Gamer Acer Nitro 5 An515-45-r1fq Amd Ryzen 7 Windows 11 Home 8gb 512gb Ssd Gtx 1650 15.6 Polegadas,,4.8,(920),5.999,599
ASUS,"Notebook ASUS Vivobook Intel Core i5 8GB 256GB SSD KeepOS 15,6"" FHD Icelight Silver - X1502ZA-EJ1761",,4.8,(495),3.199,319
LENOVO,Notebook Lenovo Thinkpad L14 14 Ryzen3 Pro 256gb 8gb Ram Pto,,5.0,(1),1.988,198
HP,Notebook Hp Elitebook 840 G7 Core I5 10° 16gb Ssd 256gb Nvme,,4.6,(12),2.589,258
ASUS,Notebook 15.6'' X515ja-ej1792w 256 Gb 8 Gb Ram Core I5 Asus Cor Cinza,,4.7,(306),3.799,379
,"MacBook Air M2 (2022) 13.6"" space gray 8GB de Ram - 256GB SSD - M",,4.9,(479),7.620,762
,"MacBook Pro MacBook Pro 14"" M3 Pro 14"" silver 18GB de Ram - 512GB SSD - Apple M3",,4.9,(73),14.914,1.491
,Notebook Samsung Galaxy Book Go 7c snapdragon  4gb 128ssd Cor Prata,,,,1.999,199
HP,Notebook Hp Zbook Core I7 10th 32gb 512gb Ssd Quadro Rtx3000 Cinza,,,,4.790,479
DELL,Notebook Dell E7440 I5 4a 8gb Ssd 240gb Hdmi Win10,,5.0,(1),1.387,1.234
ACER,"Chromebook Acer 315/15,6'/Intel N4020+4 GB de RAM+SSD de 64 GB",,,,1.699,169
DELL,Notebook Dell Latitude 7450 Intel Ultra 7 165u 32gb 512ssd,,,,9.900,990
,Notebook 2 Em 1 Positivo Duo C4128a Touchscreen,,,,1.199,119
DELL,"Notebook Inspiron 3501 15.55"" preto 4GB de Ram - 256GB SSD - Intel Core i3",Por Mercado Vendeu ,4.8,(119),3.791,3.374
SAMSUNG,"Notebook Samsung Galaxy Book3 360 Intel Core I5 1335U, 8GB, 256GB SSD Tela 13.3' Windows11H - NP730QFG-KF2BR",,4.8,(65),5.999,599
,"MacBook Air M1 2020 13"" ouro 8GB de Ram - 256GB SSD - Apple M",,4.9,(235),6.055,605
HP,Notebook Hp 250 G8 I5-1035 G1 8GB 256GB SSD W10p Cor Cinza-escuro,,,,3.804,380
ASUS,Notebook Asus X543ma-gq1300t Intel / 4gb/  500gb/windows 10,,,,3.259,325
DELL,Notebook 15 I15-3584-as50p Core I3-8130u 4gb Ssd256gb Win10,,4.0,(1),2.304,230
,"Apple MacBook Air (13 polegadas, 2020, Chip M1, 256 GB de SSD, 8 GB de RAM) - Prata",,4.9,(1087),5.750,575
ACER,Notebook Acer Aspire 5 A515-54g-52fy I5 Mx250 8gb 512gb 15.6,,4.7,(27),3.761,376
SAMSUNG,"Notebook Samsung Book Celeron Cinza 4gb 256gb Ssd 15,6'' W11 Cor Cinza/Chumbo",,4.7,(9021),2.499,2.199
LENOVO,Notebook Lenovo Thinkpad E431 Core I5 8gb Ssd 240 Win 11 Pró,,5.0,(2),1.250,125
DELL,Notebook Dell Latitude E5470 - Core I5 6200 - 8gb 500gb - Excelente (Recondicionado),,,,1.699,169
DELL,Notebook Dell Latitude 5450 Ultra 5 125u 16gb 512gb Ssd,Por Mercado Vendeu ,,,5.653,5.031
ASUS,"Notebook Asus E510ma-br1348ws Intel Celeron Dual Core N4020 1,1 Ghz 4gb Ram 128gb Emmc Led Hd Windows 11 Home + Office 365 Personal Incluso - Rosa",,4.6,(21),2.649,264
HP,Notebook HP Elitebook 640 G10 Intel Core i7 16 GB de RAM 512 GB S,,,,6.820,682
LENOVO,Notebook Lenovo Ideapad 3i I51135g7 8gb 256gb Ssd Intel Iris® Xe W11 15.6 Fhd 82md0007br,,5.0,(4),2.986,287
DELL,Dell Core I5 11th 16gb Ram 256gb Ssd Win11 Vostro 3400 Ntbk,,4.7,(3),3.699,2.885
LENOVO,Notebook Lenovo Thinkpad L13 Core I5 10th 8gb 512gb Touch !,,,,2.119,211
,Apple Macbook Pro M4 Pro 14  24gb Ram 512ssd A3401 Envio Hoj,,5.0,(4),18.999,1.899
LENOVO,Notebook Lenovo P53 I7 9° 16gb Ssd 512gb M2 - Nvidia 4gb,,,,3.700,370
,Gpd P2 Max 8.9 Polegadas 16gb 512gb,,,,4.500,450
HP,Notebook Hp Intel Core I5 1235 Touch 8gb Ssd 512gb 15.6 W11,,,,3.559,355
,"Notebook Crelander 15,6+7' Tela Double Intel N100 16gb 512gb",,,,6.800,4.488
DELL,Notebook Dell Precision 3581 I7-13800h 32gb 1tb,,,,15.990,1.599
DELL,Notebook Dell Precision 5550 I7 10a 32ram 500gb Quadro T1000,,,,8.499,849
LENOVO,Notebook Lenovo Thinkpad T440 Core I5 4a Ger 8gb Ssd 120gb,,,,1.299,129
HP,Notebook Hp Elitebook 840 G7 Core I5 10° 8gb Ssd 240gb,,4.0,(2),2.398,239
HP,Notebook Hp Probook 645 G1 Amd A10 Pro 16gb Ram 256gb Ssd Preto,,,,1.299,129
LENOVO,Notebook Lenovo Thinkpad E470 I5 8gb Ram Ssd 480gb,,,,1.699,1.444
DELL,"Dell G15 5511 Notebook Gamer Preta 15.6"" Intel Core i5 16GB de RAM 1 TB SSD NVIDIA GeForce RTX 3050 120 Hz 1920x1080px Windows 11 Home",,4.7,(13),7.204,692
SAMSUNG,Notebook Samsung Book i5-1135G7 8GB 512GB SSD 15.6'' Intel Iris Xe Windows 11 Cinza Chumbo,,4.7,(3092),3.100,297
DELL,"Notebook Dell Inspiron I15 Intel Core i3 -1215U (12ªGeração), 8GB RAM, 256GB SSD, Linux, Tela 15,6"" FULL HD - I15-I120K-U10P",,4.9,(10),3.525,338
LENOVO,Notebook Lenovo Ideapad 14 N4020 Win 11- 4gb - 128gb Cinza,,3.8,(14),1.749,168
DELL,Notebook Dell Vostro 5490 I5 10th 8gb Ssd 240gb,,,,2.499,240
DELL,Notebook Dell Latitude 3450 Ultra5 135u 14th 16gb 512ssd,,,,4.550,437
,Alienware M18 R2 Fhd+ 480 hz i9-14900HX 64 GB Rtx 4090 4 TB Cor da lua metálica escura,,,,38.499,3.700
HP,Notebook Hp 240 G8 Core I3 Ssd 240gb - 10a Geração,,5.0,(1),1.590,152
LENOVO,Notebook Lenovo Legion Slim 5 Intel Core i7 16gb Ram 512gb Ssd 16'' Windows 11,,4.7,(131),8.458,812
DELL,Notebook Dell Latitude 3480 I7 8gb 240gb Ssd Windows 10 Pro,,,,1.499,1.394
HP,"Notebook Hp 745, 16gb 240gb, Vga Radeon R5 - Com Garantia",,,,1.095,105
,"Notebook ASUS Vivobook X1502ZA-EJ1751W Intel Core i3 1220P 3,3GHz 8Gb Ram 256Gb SSD Windows 11 Home 15,6” Led Fhd Intel UHD Graphics Prata Metálico",,5.0,(3),4.200,
,Notebook Book Celeron-6305 4gb 500gb W10 15.6'' Cinza Chumbo,,,,2.299,220
DELL,Notebook Dell Core I5 4ª Gen 8gb / Hd/ Hdmi / Com Garantia.,,,,1.395,1.163
LENOVO,Ultrabook Ook Lenovo Thinkpad T440s,,,,1.399,135
,Apple Macbook Air 13 M4 16gb Ram | 256gb Ssd | Lacrado Azul,,,,10.699,1.028
,Macbook Air Retina Processador M2 8gb Ram 512ssd - 2022,,5.0,(1),8.827,882
DELL,"Notebook Dell Alienware M18 R1 18"" cor cinza 64GB - 2TB SSD - 4TB HDD - Intel Core i9",,4.9,(8),34.499,3.315
LENOVO,"Lenovo Thinkpad I7 8a 8gb Ssd 480gb Tela 12,5 + Mouse Brinde",,,,2.498,1.998
LENOVO,Desktop Lenovo Thinkcentre Intel Core I7 16gb 512gb W11 Pro,Por Lenovo ,,,5.615,539
ASUS,"Notebook Asus Vivobook Go Core I3 N305 8gb 512ssd 15,6  Fhd",Por Asus ,4.5,(12),2.679,267
ACER,Notebook Predator 99my Intel Ci9 14ªg 32gb 1ssd Rtx4070 W11,Por Acer Brasil ,,,14.999,1.499
ASUS,Notebook Asus X515 N4500 16gb Ram Ddr4 512gb Nvme Windows 11,,,,3.299,3.035
LENOVO,Notebook Lenovo Core I7(10ª Ger) 16gb Ram 256 Ssd  Hdmi Usbc,,5.0,(1),2.490,239
ASUS,Notebook Asus Zenbook S14 Core Ultra7 258v 32gb 1tb Ssd W11,Por Asus ,4.0,(4),14.999,13.919
LENOVO,Notebook Lenovo Lenovo V14 G4 Amd Ryzen 5 8gb 256gb Linux,Por Lenovo ,,,2.799,2.649
,Notebook Barato I5 Para Dia A Dia 8gb De Ram Hd 500 Gb Win,,,,1.458,1.239
LENOVO,Notebook Lenovo T480 Core I5-8ªth 16gb Ssd 240gb Tela Hd Cor Black - Bom (Recondicionado),,5.0,(3),1.699,169
DELL,Notebook Dell Latitude 3400 Core I7-8565u 16gb Ddr4 Ssd 256,,,,2.805,280
DELL,Notebook Dell Latitude 5440 I5 16 GB de RAM 512 GB Ssd 14 Fhd,,,,6.399,639
HP,Notebook Hp 64/4 Gb Tela 14  Intel Celeron N4120 - Branco,,,,2.099,201
LENOVO,Notebook I5 8350u Ssd 240 Gb 16gb Ddr4 Usb C Hdmi Lan T480,,4.9,(15),1.899,189
LENOVO,Notebook I5 Tela Touch Ssd 256gb 32gb Fhd Hdmi Usb-c Tb3 T14,,5.0,(5),3.999,2.799
ACER,Notebook Acer Core I7 12ªgen 12gb Nvme 512gb 15.6' Full Hd,Por Facini Informatica ,4.9,(20),4.223,405
DELL,Notebook Workstation Dell M6800 Intel Core I7 Touchscreen,,,,3.899,3.704
,Notebook Netbook Positivo Mobo S7  Laptop- Com Garantia E Nf,,3.5,(66),369,36
,Notebook Vaio Fe14 Intel Core I3 8gb 256gb 14'' W11 Pro. Cor Preto,,,,2.990,299
HP,"Note Hp Pavilion 15, 15.6'', I5, 16gb, Ssd256gb, Touchscreen",Por OTH Produtos ,,,2.790,279
LENOVO,Notebook Lenovo Thinkpad T495 Ryzen 5 Pro Ram 16gb Ssd 256gb,,,,2.000,192
LENOVO,Ultrabook Lenovo Thinkpad L14 Gen2 I5-1145g7 16gb Nvme256+nf Cor Preto,,3.3,(6),3.449,344
,"Notebook Positivo Vision i15 Intel Core i5 11ª gen 8GB RAM 512GB SSD, Lumina Bar Windows 11 Home, Tela 15” Full HD Antirreflexo – Cinza",,4.8,(53),3.699,3.123
DELL,"Notebook Dell, Lat 5300, 13.3'', Core I5 8th, 16gb, Ssd256gb",Por OTH Produtos ,,,1.990,199
DELL,Notebook Dell 3400 Intel I7 8565u Ssd 1tb Ram 32gb,Por 4Show ,2.8,(4),3.399,339
HP,"Notebook ProBook 440 G5 14"" prata 8GB de Ram - 500GB HDD - Intel Core i5",,3.4,(14),3.000,288
ACER,"Notebook Acer Aspire 5 Intel Core I5 - 12450H 8GB RAM 256GB SSD Windows 11 Home Tela 15,6"" Full HD A515-57-55B8",,4.8,(6294),4.479,3.034
LENOVO,Notebook Lenovo LOQ-e 15iax9e Intel Core i5-12450hx 16gb 512gb Ssd Rtx 3050 Windows 11 15.6 - 83me0007br Luna Grey,Por Mobcom ,,,9.510,4.799
HP,"Notebook HP 256 G9 Intel® Core™ i5 da 12ª geração SSD 256GB 8GB Intel UHD 15,6"" Windows 11",Por INPOWER ,4.8,(519),4.221,3.123
HP,"Notebook ProBook 440 G5 14"" prata 8GB de Ram - 500GB HDD - Intel Core i5",,3.4,(14),3.000,288
LENOVO,Notebook Lenovo Ideapad 1 I5 8gb 512gb W11h 14  Abyss Blue,Por Lenovo ,5.0,(1),3.299,3.089
DELL,Notebook Dell Latitude 5450 14 Ultra 7 165u 32gb 512gb Ssd,,,,9.400,940
LENOVO,Notebook Lenovo Thinkpad E14 Amd Ryzen 5 16gb 512gb Wpro 14,,,,4.641,464
,"Bloco De Notas Rhodia 15,5x22cm Capa Couro Preto",,,,184,18
DELL,Bateria Dell Latitude E5450 5470 5550 5570,,,,259,25
,"Notebook Positivo Vision R15 Lumina Bar, AMD Ryzen 5 8GB 256GB, Tela 15 polegadas Full HD Antirreflexo, Linux - Preto",Por Positivo ,5.0,(1),4.265,2.549
,"Notebook Positivo Vision i15 Intel Core i5 11ª gen 8GB RAM 512GB SSD, Lumina Bar Windows 11 Home, Tela 15” Full HD Antirreflexo – Cinza",,4.8,(53),3.699,3.123
DELL,Notebook Dell Xps 9320 Cor Cinza,,,,10.808,1.080
LENOVO,Lenovo Thinkpad X1 Carbon I7-8th 16gb 512gb Ssd Nvm (brinde),,,,5.999,2.939
,Notebook Multi Ultra Celeron N4020c 4gb 128gb W11 14'' Cinza,Por Siberiano ,4.6,(147),1.499,1.424
DELL,Notebook Dell Inspiron 3467 I3-6th Ram 8gb Ssd 240gb,,5.0,(1),2.599,1.169
,"Notebook Intel Core, I7 16gb, Ssd 240gb, Com Garantia",,5.0,(1),1.390,139
DELL,Notebook Dell Latitude 5290 I5 32gb Ram 1tb Ssd Win11 Hdmi,,,,3.650,365
,Notebook Vaio Fe 16 Amd Ryzen 5 - 5625u Linux 16gb 512gb Ssd Tela 16 Ips Wuxga Antirreflexo - Cinza Grafite - Vjfe69f11xb0711h,Por Vaio ,,,4.359,3.599
ASUS,Notebook Asus Zenbook S14 Oled Ux5406sa Intel Core Ultra 7 256v 16gb Ram 1tb Ssd Windows 11 Home Tela 14 Fhd 120hz Gray - Pz176w,Por Asus ,,,13.999,10.269
LENOVO,Notebook Ideapad 1i I7 16gb 512gb W11 Home 15.6  82vy000nbr,Por Lenovo ,4.8,(25),4.599,4.309
LENOVO,Notebook Lenovo Ideapad Core I7 1165g7 8gb 256ssd 15itl6,,,,5.111,4.549
DELL,Notebook Dell Latitude 5480 Core I5 7°ger 16gb Ssd240gb,,4.9,(7),2.099,209
ASUS,Notebook Asus Gamer Rog Strix G16 Core I9 16gb 512gb Ssd W11,Por Mercado Livre ,5.0,(2),12.500,11.250
LENOVO,Notebook Lenovo 2 Em 1 Ideapad Flex 5i Intel®  I3-10a 4g 256,,,,2.689,268
LENOVO,Notebook Lenovo 2 Em 1 Flex 5i Core I7-1065g7 8gb 256gb,,5.0,(1),2.899,289
LENOVO,Notebook Lenovo V15 Intel Core I5 8gb 256gb W11 Pro 15.6 ,Por Lenovo ,,,4.634,445
DELL,Notebook Dell Latitude 3420 Core I5-11geração 8gb Ssd256gb,,,,2.599,2.469
,7 Em 1 Escova Limpeza AirPods/teclado/fone Ouvido/celular,,5.0,(4),32,3
LENOVO,Notebook Lenovo Thinkbook 14 Intel Core I7 32gb 1tb W11pro,Por Lenovo ,,,7.899,7.394
ACER,Notebook Acer Intel I5 1135g7 8gb Ddr4 M.2 256gb Vitrine,,,,2.899,289
LENOVO,Notebook Lenovo Thinkpad X1 Carbon I7-8th 16gb 256gb +brinde,,,,2.797,2.321
DELL,Notebook Dell Inspiron 15- 3501 I3 - 1115ge/4 Gb/1 Tb/ W10 H Cinza,,,,3.540,340
LENOVO,Notebook Ideapad 1 R3 4gb 256gb Linux 15.6  82x5s00600,Por Lenovo ,4.7,(6),2.199,2.079
LENOVO,Notebook Lenovo Thinkbook 14 Intel Core I5 16gb 512gb W11,Por Lenovo ,,,5.299,4.964
DELL,Notebook Dell Xps 13 9370 13.3 I7 8th 16gb M2 512gb 4k Touch,,,,3.999,399
LENOVO,Ideapad Gaming 3i 82cgs00100 I5 8gb 256gb Ssd Gtx 1650 Linux,Por Saldao da informatica ,,,3.867,3.093
,Apple Macbook Pro 14  Chip M4 2024 16gb 512gb A3112 Preto-espacial,,,,14.999,1.500
DELL,"Notebook Dell Latitude E5440 14"" 16GB de Ram 512GB SSD Intel Core i5 Cor Cinza",,,,5.655,5.315
,"Notebook Presario CQ-25 14.1"" gray 4GB de Ram - 120GB SSD - Intel Pentium",,4.2,(33),1.099,
ASUS,"Notebook ASUS ExpertBook B1502CBA Intel Core i5 1235U 8GB Ram 512GB SSD Windows 11 Pro Tela 15,6"" FHD Black - BQ2862X",Por Asus ,,,5.999,4.799
HP,Notebook Hp 640 G4 Core I5 8° Ger 8gb Ssd 256gb,,4.0,(1),1.699,169
ASUS,Notebook ASUS Vivobook I3 8GB 512GB Endless X1500EA-EJ3667,,4.6,(236),2.999,299
ACER,Notebook Acer Predator Gamer  I7-13650hx 16gb512gbssdrtx4060,,,,8.170,817
ASUS,"Notebook Asus Amd Ryzen 5 3500u 8gb Vega 8 256gb Ssd 15,6",,4.8,(477),3.189,318
LENOVO,Notebook Lenovo Ultrafino Ideapad 3i I3-1215u 8gb 256gb Ssd ,Por Login ,,,3.199,2.849
,Tapete Office Mouse Pad Dupla Face Tecido sintético impermeável e antiderrapante Toque macio Geonav Preto E Rosa,,4.9,(74),68,34
DELL,Notebook Dell Latitude 3440 Intel Core I5 12th 8gb 256 Gb,,5.0,(1),4.699,469
,Notebook Positivo N2140 Core I5 8°ger  8gb 1tb Vitrine,,4.8,(5),1.799,180
LENOVO,Notebook Lenovo V-Series V15-IGL,,,,2.800,280
HP,Notebook Hp Elitebook 840 G7 Core I5 10ª Ger 16gb Ssd 256gb,,5.0,(2),2.349,234
HP,Notebook Hp Elitebook 840 G9 Intel Vpro I5- W11p 256gb,Por HP ,5.0,(1),8.177,4.599
HP,Notebook Hp I5 6a Geração - Ram 8gb - Ssd 240gb - Windows 10,,,,1.320,132
ACER,Notebook Acer Aspire 56kr Intel Ci5 13ªg 16gb 512ssd 15.6,Por Acer Brasil ,4.8,(11),3.599,3.299
DELL,Notebook Dell Alienware I9-13900hx 16gb Ddr5 Nvidia Rtx 4060 Cor Dark Metallic Moon,,4.6,(11),14.999,1.499
